1.696544978895882932e-02 2.543195665754138801e-02 1.675883223620523721e-02 9.810521802016549525e-03 1.844451180902607901e-02 1.117443661062251375e-02 1.732694844726994504e-02 1.026780217559350797e-02 3.435754326424790148e-53 2.130585735871236633e-02 3.254545613177748514e-02 1.048747149415219558e-21 3.868310101443003862e-38 9.601261261991896750e-03 7.695495560790837491e-03 9.093903051268566184e-03 2.097491663625132647e-21 1.025348685532686405e-02 1.575103290283973514e-02 2.097491663625132647e-21 2.097491663625132647e-21 1.097263749864454789e-02 9.888002302627723131e-03 4.194983327250265294e-21 2.156025946500135862e-02 2.102498855565132843e-02 4.194983327250265294e-21 4.194983327250265294e-21 1.258496315777732823e-20 1.020205157669439033e-02 9.704233540135000571e-03 1.258496315777732823e-20 1.258496315777732823e-20 2.209125651635886027e-03 6.278145398855071967e-03 3.109412419811285761e-03 1.390215136898175288e-02 1.598952099588748718e-02 1.074030616382936308e-02 1.604892037052024333e-03 6.533180322750889793e-03 2.863667266636202562e-03 1.092497525015987195e-02 5.405498224126954743e-03 1.677993330900106118e-20 1.356720606836742810e-02 2.118761725216888880e-02 1.677993330900106118e-20 1.677993330900106118e-20 4.194983327250265294e-20 6.188157842550064125e-03 9.516469804544609376e-03 4.194983327250265294e-20 4.194983327250265294e-20 8.190299818644657115e-03 1.887828859716519925e-02 9.866732002979548485e-03 1.527760773829451267e-02 2.637304456483853532e-02 1.372445774628681253e-02 7.971794441952145815e-03 1.934293356652889637e-02 9.151438689955508979e-03
1.693937096460158831e-02 3.453615900721475340e-02 1.680341128209183327e-02 9.930630833426046244e-03 1.820556215111509418e-02 1.148295773754571224e-02 1.742135517917925425e-02 1.023005597041981227e-02 2.097491663625132647e-21 2.129420535384416932e-02 3.257759004580850631e-02 2.097491663625132647e-21 2.097491663625132647e-21 9.404722520701491381e-03 8.900198040471809721e-03 8.856366784974260137e-03 7.555291725752965453e-41 1.035330569703109271e-02 1.569260760460152240e-02 3.777645862876482726e-41 7.555291725752965453e-41 1.092325519229837665e-02 9.734584238529781983e-03 1.547326675782508020e-37 2.155349020503031024e-02 2.104241107721616100e-02 6.189293527103500539e-37 1.547326675782508020e-37 0.000000000000000000e+00 1.033760323332776065e-02 9.779916086040818177e-03 7.555291725752965453e-41 0.000000000000000000e+00 2.385589874419829105e-03 6.296088713924603494e-03 2.977094815318124220e-03 1.384140003797391591e-02 1.352483558964194879e-02 1.101187598599848681e-02 1.365869851753250853e-03 6.511538736851971675e-03 3.072676084467635890e-03 1.081417023243705713e-02 5.236410987768161905e-03 3.355986661800212235e-20 1.355916063643462441e-02 2.119788211360039767e-02 3.355986661800212235e-20 3.355986661800212235e-20 3.355986661800212235e-20 6.340688134848522679e-03 9.642755343020888853e-03 3.355986661800212235e-20 3.355986661800212235e-20 8.400545719345587151e-03 1.889266828057693803e-02 9.687357879301987731e-03 1.518756155715751330e-02 2.614019082889322901e-02 1.395286593262764878e-02 7.719024357348547132e-03 1.932919121789011471e-02 9.379637414043984558e-03
1.691338310845559231e-02 3.433282388168088645e-02 1.684810414723158026e-02 1.004923566429873245e-02 1.806515552241142950e-02 1.179836499587723006e-02 1.751569066072485720e-02 1.048705603230424069e-02 8.389979830527062935e-21 2.128260883471343873e-02 3.260972395983952749e-02 8.389979830527062935e-21 8.389979830527062935e-21 9.207112582527989322e-03 9.625302459150990309e-03 8.618498538786120364e-03 4.194983327250265294e-21 1.045318002447278953e-02 1.563411105599960341e-02 4.194983327250265294e-21 4.194983327250265294e-21 1.087387288595220367e-02 9.581166174431840835e-03 1.888822931438241363e-41 2.154672094505925839e-02 2.105988908451845651e-02 1.717877163212395074e-53 9.444114657191206816e-42 1.677993330900106118e-20 1.047315488996112924e-02 9.855598631946639251e-03 1.677993330900106118e-20 1.677993330900106118e-20 2.562382475881682352e-03 6.314017812392253189e-03 2.844781295019003370e-03 1.377963421015718053e-02 7.684206919415603396e-03 1.126522997887524288e-02 1.144609574268467839e-03 6.489872789347309566e-03 3.282410332324030636e-03 1.070342070045170874e-02 5.067323751409369935e-03 5.033979992700318353e-20 1.355111520450182246e-02 2.120820246076937643e-02 5.033979992700318353e-20 5.033979992700318353e-20 5.033979992700318353e-20 6.493218427146980366e-03 9.769040881497168330e-03 5.033979992700318353e-20 5.033979992700318353e-20 8.610934253100506475e-03 1.890697094737571471e-02 9.508092982117440431e-03 1.509238776910717950e-02 2.588581773302748440e-02 1.418243921526293749e-02 7.466456127595855544e-03 1.931546405956621748e-02 9.607993168706512738e-03
1.688755946713713443e-02 3.242080655995579347e-02 1.689297438296282622e-02 1.016624172848210571e-02 1.798426907844842895e-02 1.212223922652140226e-02 1.761009739263415946e-02 1.074405609418866911e-02 8.389979830527062935e-21 2.127101231558270814e-02 3.264178662350683546e-02 8.389979830527062935e-21 8.389979830527062935e-21 9.008488644257758513e-03 1.012141135044337774e-02 8.380338337713615082e-03 3.094653351565016041e-37 1.055299886617701993e-02 1.557568575776139240e-02 3.094653351565016041e-37 3.094653351565016041e-37 1.082454606534350057e-02 9.427748110333903156e-03 1.677993330900106118e-20 2.153995168508821001e-02 2.107731160608328561e-02 1.677993330900106118e-20 1.677993330900106118e-20 1.677993330900106118e-20 1.060870654659449956e-02 9.931281177852456857e-03 1.677993330900106118e-20 1.677993330900106118e-20 2.739472569245645153e-03 6.331985841478365330e-03 2.712423628368883233e-03 1.371721515160715353e-02 2.289323550133586307e-02 1.150426582927023024e-02 1.096398326849235558e-03 6.468220131778388768e-03 3.492854542811512850e-03 1.059267116846636207e-02 4.898236515050576230e-03 3.355986661800212235e-20 1.354306977256901703e-02 2.121846732220088183e-02 3.355986661800212235e-20 3.355986661800212235e-20 6.711973323600424470e-20 6.645804205182906203e-03 9.895270934235979657e-03 6.711973323600424470e-20 6.711973323600424470e-20 8.821296710356869852e-03 1.892134337779794589e-02 9.328964661316484566e-03 1.499247324405647216e-02 2.560671399424957473e-02 1.441285824044867027e-02 7.214053103650011969e-03 1.930178172174593781e-02 9.836563004690452444e-03
1.686310082742346894e-02 3.129646793415092471e-02 1.693799510391063093e-02 1.028281724155873621e-02 1.762853610834954829e-02 1.245611892046723408e-02 1.770307911726936440e-02 1.099963114879899499e-02 8.389979830527062935e-21 2.125930482497704471e-02 3.267384928717414344e-02 8.389979830527062935e-21 8.389979830527062935e-21 8.807543315969629943e-03 1.077133021231727224e-02 8.143594122764450174e-03 4.194983327250265294e-21 1.064338513251175504e-02 1.551840046534246412e-02 4.194983327250265294e-21 4.194983327250265294e-21 1.076667444116478217e-02 9.275439760985314600e-03 1.677993330900106118e-20 2.153340436806703423e-02 2.109406829879850037e-02 1.677993330900106118e-20 1.677993330900106118e-20 1.677993330900106118e-20 1.074348140290332272e-02 1.001645178486523617e-02 1.677993330900106118e-20 1.677993330900106118e-20 2.929240758289324616e-03 6.349188082234522544e-03 2.570054702909522256e-03 1.366731345297010972e-02 2.288063514477602090e-02 1.164298637631834554e-02 1.056625301625305951e-03 6.446445629251724811e-03 3.691674384993976626e-03 1.048219906516834922e-02 4.730231250572402776e-03 1.677993330900106118e-20 1.353524628358608421e-02 2.122784441183291071e-02 1.677993330900106118e-20 1.677993330900106118e-20 8.389979830527062333e-20 6.797557697156817597e-03 1.002238875877427098e-02 8.389979830527062333e-20 8.389979830527062333e-20 9.036040819653257117e-03 1.893463138651968469e-02 9.146479426856528316e-03 1.485347205955763784e-02 2.529588414686384512e-02 1.458782559621780300e-02 6.966786372251222888e-03 1.928825651520244683e-02 1.006090616128642486e-02
1.686861540200500914e-02 3.061751981536401171e-02 1.700658770095964806e-02 1.037942274544551187e-02 1.752739650696543208e-02 1.277287859593470749e-02 1.778993331062592512e-02 1.122506729956204707e-02 1.677993330900106118e-20 2.123317104262979760e-02 3.270548444865922777e-02 1.677993330900106118e-20 1.677993330900106118e-20 8.600607335336527340e-03 1.185250914103394386e-02 7.909556510027577342e-03 0.000000000000000000e+00 1.071113321795970699e-02 1.546353768528951032e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.070031349915352183e-02 9.152150452332287467e-03 1.677993330900106118e-20 2.151359595979109723e-02 2.109312504126155396e-02 1.677993330900106118e-20 1.677993330900106118e-20 1.677993330900106118e-20 1.087870014511188588e-02 1.012520383030175199e-02 1.677993330900106118e-20 1.677993330900106118e-20 3.150872232512584147e-03 6.346684076314432210e-03 2.436601351362856823e-03 1.367462395610951655e-02 2.285250828250262253e-02 1.148089468751419852e-02 1.044895855972336309e-03 6.408869395375025452e-03 3.862101570432169544e-03 1.039930337339174150e-02 4.591694461263275302e-03 3.355986661800212235e-20 1.351460558924813538e-02 2.122063126596212060e-02 3.355986661800212235e-20 3.355986661800212235e-20 1.006797316142716725e-19 6.948922788968456277e-03 1.015139309838646378e-02 1.006797316142716725e-19 1.006797316142716725e-19 9.260400909864609231e-03 1.892579343373064840e-02 8.993693181974522777e-03 1.465768444878542270e-02 2.495039958990670839e-02 1.459446974567535880e-02 6.770507104692668858e-03 1.925713433415020270e-02 1.027641023407101749e-02
1.687649743615161554e-02 2.952825144462252124e-02 1.707892569062000390e-02 1.051147398977396279e-02 1.738722736144450096e-02 1.299767199397957457e-02 1.784237357831290269e-02 1.141074574737763192e-02 1.258496315777732823e-20 2.120559463110839940e-02 3.273669210796207457e-02 1.258496315777732823e-20 2.097491663625132647e-20 8.345454074417425760e-03 1.063265386325028955e-02 7.717917347032977361e-03 4.194983327250265294e-21 1.080629125771665616e-02 1.544187757472314723e-02 4.194983327250265294e-21 4.194983327250265294e-21 1.066430325553704463e-02 9.047337894255973872e-03 8.389979830527062935e-21 2.149140166480405581e-02 2.109012881143830509e-02 8.389979830527062935e-21 8.389979830527062935e-21 8.389979830527062935e-21 1.100060231032822314e-02 1.020632397847939625e-02 8.389979830527062935e-21 8.389979830527062935e-21 3.340438422098032569e-03 6.340244554171733764e-03 2.341323067248767074e-03 1.357041904397207968e-02 2.282282876965787202e-02 1.172600691291357522e-02 9.950971498586698698e-04 6.369993177712398626e-03 4.066673284314967218e-03 1.030913905000687726e-02 4.471673262547089765e-03 3.355986661800212235e-20 1.349168997967401147e-02 2.121142063354249790e-02 3.355986661800212235e-20 3.355986661800212235e-20 6.711973323600424470e-20 7.086860332312932761e-03 1.029343658630354347e-02 6.711973323600424470e-20 6.711973323600424470e-20 9.487864742864419651e-03 1.891402412107917250e-02 8.852033587274090939e-03 1.464833123614843989e-02 2.462241327718707115e-02 1.487890406672441948e-02 6.584031366862415184e-03 1.922329724046356603e-02 1.048819130845534721e-02
1.687826952281249598e-02 2.867610804021510779e-02 1.712707637953292394e-02 1.049028104337727633e-02 1.709912162405323802e-02 1.325988320959333409e-02 1.796399794915757783e-02 1.161202802484464364e-02 1.677993330900106118e-20 2.119089091067948016e-02 3.276497850235301351e-02 1.677993330900106118e-20 1.677993330900106118e-20 8.212190641486490084e-03 1.137950219276602851e-02 7.444864872734967449e-03 8.389979830527062935e-21 1.091926021920070801e-02 1.534526208153898230e-02 8.389979830527062935e-21 8.389979830527062935e-21 1.068483297840005890e-02 9.005113248043122853e-03 3.355986661800212235e-20 2.148335623287124865e-02 2.109201532651220137e-02 3.355986661800212235e-20 3.355986661800212235e-20 1.237858705420700108e-36 1.108616131750327777e-02 1.025182228320283516e-02 1.237858705420700108e-36 1.237858705420700108e-36 3.465640318629971666e-03 6.337710256198915253e-03 2.339239232701728882e-03 1.372649353999700131e-02 2.280700367729598249e-02 1.263684957242265823e-02 9.362497737122115957e-04 6.350732704947566025e-03 4.308875933092601654e-03 1.023212484640183620e-02 4.420326761094564572e-03 3.355986661800212235e-20 1.348292323315413051e-02 2.120753663191976210e-02 3.355986661800212235e-20 3.355986661800212235e-20 5.033979992700318353e-20 7.188343746141190316e-03 1.045218128119837497e-02 5.033979992700318353e-20 5.033979992700318353e-20 9.723452338270150222e-03 1.890978842693332579e-02 8.759814253700761236e-03 1.495069263379024925e-02 2.446914376541491423e-02 1.557648878119045378e-02 6.484765536163892771e-03 1.920970597263685353e-02 1.066404349294714470e-02
1.683189658226497479e-02 2.811381084906003705e-02 1.713179344621347869e-02 1.052843438096946575e-02 1.701639470084603811e-02 1.342358002579824641e-02 1.804059209014059750e-02 1.176129753680690490e-02 1.677993330900106118e-20 2.120121125784845545e-02 3.278977362892240843e-02 1.677993330900106118e-20 1.677993330900106118e-20 8.041269040686936653e-03 1.150408210195899214e-02 7.240533814181491709e-03 8.389979830527062935e-21 1.099965905279127326e-02 1.528982929857638541e-02 8.389979830527062935e-21 8.389979830527062935e-21 1.067911794744089496e-02 8.933148246547633134e-03 1.677993330900106118e-20 2.150466275605881356e-02 2.112336476818139908e-02 1.677993330900106118e-20 1.677993330900106118e-20 1.237858705420700108e-36 1.120401302388447998e-02 1.031158042245545158e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.621054447504633896e-03 6.383664227424300577e-03 2.297200824581763657e-03 1.370644887373936860e-02 3.098422298627253810e-02 1.278411010972269057e-02 9.107794154757729421e-04 6.367996165450192508e-03 4.494767519469093815e-03 1.019472745934866739e-02 4.342618985771176839e-03 6.711973323600424470e-20 1.350328649880474206e-02 2.124121647456260129e-02 6.711973323600424470e-20 6.711973323600424470e-20 5.033979992700318353e-20 7.321343058851049156e-03 1.055943521172326288e-02 5.033979992700318353e-20 5.033979992700318353e-20 9.904124103802007181e-03 1.895733617087237352e-02 8.702011105890299081e-03 1.491841767770662151e-02 2.420043650181191025e-02 1.577873062651858130e-02 6.368758198704393622e-03 1.923704491091913701e-02 1.086380872831919572e-02
1.678571178139398254e-02 2.766885119698254611e-02 1.713650073516704772e-02 1.056630337270958279e-02 1.695464884396650357e-02 1.358712353434465489e-02 1.811718623112361717e-02 1.191056704876916617e-02 3.355986661800212235e-20 2.121147611927996432e-02 3.281464000585550267e-02 3.355986661800212235e-20 3.355986661800212235e-20 7.869732127862200805e-03 1.161009914893468276e-02 7.035807065560831762e-03 1.677993330900106118e-20 1.108011337211930840e-02 1.523439651561379025e-02 1.677993330900106118e-20 1.677993330900106118e-20 1.067340291648173276e-02 8.861183245052143415e-03 1.677993330900106118e-20 2.152591379350890857e-02 2.115471420985060025e-02 1.677993330900106118e-20 1.677993330900106118e-20 0.000000000000000000e+00 1.132186473026568219e-02 1.037128307597059984e-02 1.237858705420700108e-36 1.237858705420700108e-36 3.776799851325641881e-03 6.429627928215837784e-03 2.255113319299976646e-03 1.368729952990915995e-02 3.099871561569218087e-02 1.292879421145792795e-02 8.853182448725750806e-04 6.385270295943910185e-03 4.681168731838518046e-03 1.015738555803296500e-02 4.264900113300296516e-03 6.711973323600424470e-20 1.352359427871788720e-02 2.127484083146797753e-02 6.711973323600424470e-20 6.711973323600424470e-20 3.355986661800212235e-20 7.454342371560908863e-03 1.066668914224815079e-02 3.355986661800212235e-20 3.355986661800212235e-20 1.008483291655551048e-02 1.900487590421398587e-02 8.644323251553960585e-03 1.488505615369887722e-02 2.390437080519161248e-02 1.598228359027584547e-02 6.252721628709180350e-03 1.926428773254839147e-02 1.106360679944851100e-02
