6.180538754878506996e-10 6.705022759120600058e-10 6.640254489650573931e-10 6.180538754878506996e-10 6.705022759120600058e-10 6.640254489650573931e-10 9.688232853639350143e-04 1.044477787901792239e-03 4.792002507596917081e-10 1.044477787901792239e-03 9.688232853639350143e-04 4.524760060754802366e-10 4.820246430590173510e-10
1.235958191069736171e-09 1.340734559816387439e-09 1.327742978289122328e-09 1.235958191069736171e-09 1.340734559816387439e-09 1.327742978289122328e-09 2.118005614992209129e-03 1.908922958838110868e-03 9.582263406129767546e-10 1.908922958838110868e-03 2.118005614992209129e-03 9.047798416549127094e-10 9.638711443909102449e-10
1.853934340564400764e-09 2.010952043462704559e-09 1.991394348010480315e-09 1.853934340564400764e-09 2.010952043462704559e-09 1.991394348010480315e-09 3.267188939825662036e-03 2.773368129774429498e-03 1.437255416081800251e-09 2.773368129774429498e-03 3.267188939825662036e-03 1.357081686823986181e-09 1.445714660107264689e-09
2.472015412121915900e-09 2.681152121889866912e-09 2.654975750659752388e-09 2.472015412121915900e-09 2.681152121889866912e-09 2.654975750659752388e-09 4.416372264659114942e-03 3.637823252762542332e-03 1.916267573062572703e-09 3.637823252762542332e-03 4.416372264659114942e-03 1.809402440891469596e-09 1.927563151849516791e-09
3.090151176171075665e-09 3.351332540033479711e-09 3.318506943753294772e-09 3.090151176171075665e-09 3.351332540033479711e-09 3.318506943753294772e-09 5.565545637440773644e-03 4.502278375750655599e-03 2.395299634146934753e-09 4.502278375750655599e-03 5.565545637440773644e-03 2.261703290855364032e-09 2.409421595643562968e-09
3.708392048040635449e-09 4.021496200526628102e-09 3.981958072240883621e-09 3.708392048040635449e-09 4.021496200526628102e-09 3.981958072240883621e-09 6.714709058170637707e-03 5.366733498738769301e-03 2.874311791127707411e-09 5.366733498738769301e-03 6.714709058170637707e-03 2.714024044922847447e-09 2.891270087385814656e-09
4.326687824554701179e-09 4.691639559336155141e-09 4.645349377391282886e-09 4.326687824554701179e-09 4.691639559336155141e-09 4.645349377391282886e-09 7.863882430952295541e-03 6.231198573778676773e-03 3.353333900160274145e-09 6.231198573778676773e-03 7.863882430952295541e-03 3.166334846938535958e-09 3.373118579128066758e-09
4.945068332856058170e-09 5.361773968736978634e-09 5.308700405310589079e-09 4.945068332856058170e-09 5.361773968736978634e-09 5.308700405310589079e-09 9.013035899630364098e-03 7.095673600870379752e-03 3.832365961244636196e-09 7.095673600870379752e-03 9.013035899630364098e-03 3.618645648954224884e-09 3.854967070870318446e-09
5.563534086933449500e-09 6.031882852444479739e-09 5.971961428068128038e-09 5.563534086933449500e-09 6.031882852444479739e-09 5.971961739127420427e-09 1.016223912856740845e-02 7.960148627962081863e-03 4.311388070277203757e-09 7.960148627962081863e-03 1.016223912856740845e-02 4.070966403021707885e-09 4.336825514664364624e-09
6.182064841775473395e-09 6.701980211395484667e-09 6.635193597765300465e-09 6.182064841775473395e-09 6.701980211395484667e-09 6.635193597765300465e-09 1.131130302877932439e-02 8.824623655053783974e-03 4.790420131361564566e-09 8.824623655053783974e-03 1.131130302877932439e-02 4.523267252985602735e-09 4.818683958458411629e-09
6.800690691337937330e-09 7.372052692135103070e-09 7.298334719384397195e-09 6.800690691337937330e-09 7.372052692135103070e-09 7.298334719384397195e-09 1.246046644950919019e-02 9.689108634197281592e-03 5.269442240394132954e-09 9.689108634197281592e-03 1.246046644950919019e-02 4.975578055001290833e-09 5.300532450200662903e-09
7.419390381383232095e-09 8.042113006802413838e-09 7.961426256812343877e-09 7.419390381383232095e-09 8.042113006802413838e-09 7.961426256812343877e-09 1.360962987023905252e-02 1.055355380513360065e-02 5.748474301478494591e-09 1.055355380513360065e-02 1.360962987023905252e-02 5.427898809068774661e-09 5.782390893994709908e-09
8.038196381517259987e-09 8.712144902251136030e-09 8.624417490417978570e-09 8.038196381517259987e-09 8.712144902251136030e-09 8.624417490417978570e-09 1.475879329096891658e-02 1.141808854453607060e-02 6.227476506407473174e-09 1.141808854453607060e-02 1.475879329096891658e-02 5.880229515188052565e-09 6.264249337788756085e-09
8.657087538332170761e-09 9.382172367145924229e-09 9.287348770599378265e-09 8.657087538332170761e-09 9.382172367145924229e-09 9.287348770599378265e-09 1.590795671169878064e-02 1.228262328393854227e-02 6.706498615440039908e-09 1.228262328393854227e-02 1.590795671169878064e-02 6.332560221307331296e-09 6.746107781582802263e-09
9.276053366247285827e-09 1.005222565631309496e-08 9.950220630663392346e-09 9.276053366247285827e-09 1.005222565631309496e-08 9.950220630663392346e-09 1.705702061191069832e-02 1.314705850282306583e-02 7.185500820369017663e-09 1.314705850282306583e-02 1.705702061191069832e-02 6.784890927426608372e-09 7.227966225376849267e-09
9.895064753881295438e-09 1.072215830461215808e-08 1.061302209823301076e-08 9.895064753881295438e-09 1.072215830461215808e-08 1.061302209823301076e-08 1.820618403264056065e-02 1.401159324222553577e-02 7.664532881453379300e-09 1.401159324222553577e-02 1.820618403264056065e-02 7.237211681494092200e-09 7.709834621222691175e-09
1.051422153684982610e-08 1.139216482579984267e-08 1.127581358963820757e-08 1.051422153684982610e-08 1.139216482579984267e-08 1.127581358963820757e-08 1.935534745337042645e-02 1.487612798162800572e-02 8.143554990485946034e-09 1.487612798162800572e-02 1.935534745337042645e-02 7.689542387613370104e-09 8.191693065016736525e-09
1.113336272659020649e-08 1.206205529610970688e-08 1.193854580681257618e-08 1.113336272659020649e-08 1.206205529610970688e-08 1.193854580681257618e-08 2.050441135358234065e-02 1.574056320051252927e-02 8.622597003622104228e-09 1.574056320051252927e-02 2.050441135358234065e-02 8.141843237577264127e-09 8.673551508810783529e-09
1.175268000652064160e-08 1.273203059128971961e-08 1.260111770613404810e-08 1.175268000652064160e-08 1.273203059128971961e-08 1.260111770613404810e-08 2.165357477431220645e-02 1.660509793991499922e-02 9.101589256499287081e-09 1.660509793991499922e-02 2.165357477431220645e-02 8.594193847800131836e-09 9.155419904656624610e-09
1.237197229140196474e-08 1.340198141783877082e-08 1.326372959658679010e-08 1.237197229140196474e-08 1.340198141783877082e-08 1.326372959658679010e-08 2.280263867452412066e-02 1.746963267931746916e-02 9.580641221687237695e-09 1.746963267931746916e-02 2.280263867452412066e-02 9.046504649815821589e-09 9.637288300502465690e-09
1.299143949440635138e-08 1.407182296496373949e-08 1.392618179574862763e-08 1.299143949440635138e-08 1.407182296496373949e-08 1.392618252001533597e-08 2.395180209525398646e-02 1.833416741871994257e-02 1.005963347456442055e-08 1.833416741871994257e-02 2.395180209525398646e-02 9.498845307986891913e-09 1.011914674429651269e-08
1.361088239229718245e-08 1.474173677718510906e-08 1.458867476644330389e-08 1.361088239229718245e-08 1.474173677718510906e-08 1.458867476644330389e-08 2.510086599546590413e-02 1.919870215812241251e-02 1.053872524795955077e-08 1.919870215812241251e-02 2.510086599546590413e-02 9.951156110002581666e-09 1.060102509219414785e-08
1.423049862279044466e-08 1.541153455303020312e-08 1.525110719450722276e-08 1.423049862279044466e-08 1.541153455303020312e-08 1.525110719450722276e-08 2.625002941619576646e-02 2.006323689752488246e-02 1.101771750083673363e-08 2.006323689752488246e-02 2.625002941619576646e-02 1.040347686407006549e-08 1.108290344009178301e-08
1.485019248428770504e-08 1.608141876305469398e-08 1.591338207530310601e-08 1.485019248428770504e-08 1.608141876305469398e-08 1.591338207530310601e-08 2.739909331640768414e-02 2.092777163692735587e-02 1.149670975371391813e-08 2.092777163692735587e-02 2.739909331640768414e-02 1.085579761813754932e-08 1.156478178798941982e-08
1.546996176839513936e-08 1.675127690388381101e-08 1.657559604462296547e-08 1.546996176839513936e-08 1.675127690388381101e-08 1.657559604462296547e-08 2.854815721661960182e-02 2.179230637632982234e-02 1.197570200659110099e-08 2.179230637632982234e-02 2.854815721661960182e-02 1.130821789272297887e-08 1.204666013588705497e-08
1.608980565405942747e-08 1.742112475368259173e-08 1.723784924329863034e-08 1.608980565405942747e-08 1.742112475368259173e-08 1.723784924329863034e-08 2.969722111683152296e-02 2.265684111573229575e-02 1.245479377998623121e-08 2.265684111573229575e-02 2.969722111683152296e-02 1.176043912627251532e-08 1.252853848378469178e-08
1.670972582812605726e-08 1.809084852955925222e-08 1.790004268537611532e-08 1.670972582812605726e-08 1.809084852955925222e-08 1.790004268537611532e-08 3.084638453756138182e-02 2.352137585513476570e-02 1.293378603286341407e-08 2.352137585513476570e-02 3.084638453756138182e-02 1.221285940085794653e-08 1.301041683168232694e-08
1.732962116522647056e-08 1.876065101296097685e-08 1.856207754014321833e-08 1.732962116522647056e-08 1.876065101296097685e-08 1.856207754014321833e-08 3.199544843777329950e-02 2.438601011505518029e-02 1.341287780625854264e-08 2.438601011505518029e-02 3.199544843777329950e-02 1.266518015492543035e-08 1.349219565906201472e-08
1.794979175724658281e-08 1.943044417430151530e-08 1.922405174783169466e-08 1.794979175724658281e-08 1.943044417430151530e-08 1.922405174783169466e-08 3.314451233798521718e-02 2.525054485445765370e-02 1.389187005913572549e-08 2.525054485445765370e-02 3.314451233798521718e-02 1.311750090899291253e-08 1.397407400695965318e-08
