-6.285530447753112475e-03 -7.048074062104428550e-02 -9.741054009494974977e-03 -7.124209269679890322e-02 -2.044913165804271640e-02 -4.080963805729790478e-02 -2.348917987251835163e-02 -4.078156421755775585e-02 -3.698737560221931897e-02 -7.665332579611629227e-02 -7.706030472777412876e-02 -3.671324281416846191e-02 -2.817105399136616770e-02 -4.718739368165918158e-02 -2.776551999310939225e-02 -4.777350740862299633e-02 -1.983425952098888390e-02 -3.709801955884226010e-02 -3.793986777274944294e-02 -1.899442968771661300e-02 2.980373270573879671e-02 -7.228469292881326003e-02 2.485069112500269337e-02 -6.966098055856941029e-02 9.504304760659176149e-03 -4.352563474546226885e-02 5.041998936350920203e-03 -4.072977286348287290e-02 2.035357764516226853e-02 -8.340088742305661051e-02 -8.451503850082524305e-02 2.138576358020397375e-02 -2.881351409995521265e-02 -1.309315475997964787e-02 -2.786479711731205955e-02 -1.415395143096973354e-02 6.701045047459244092e-03 -3.849440271633360056e-02 -4.067299333086662333e-02 8.877491704536636871e-03 4.140115884539019575e-02 -6.254724807015070442e-02 3.556208291647364877e-02 -5.787401346933152696e-02 2.639989106963164592e-02 -4.333668376970196967e-02 2.144228395312778104e-02 -3.922311265152887000e-02 5.237051944869563352e-02 -8.404595945751010266e-02 -8.552411210329577407e-02 5.381757293138859921e-02 -3.625014946110068081e-02 1.527118018708370148e-02 -3.521058441316841231e-02 1.418925311650686902e-02 2.182805493530972155e-02 -3.774943640043077614e-02 -4.046896397300076692e-02 2.454689926869055641e-02
1.387542587105430707e-02 -9.128500451945720240e-02 1.065373148703071399e-02 -9.228404800148491682e-02 -2.076638439602124936e-02 -4.103202690543554521e-02 -2.409451057384350350e-02 -4.071936139617272216e-02 -3.695453104461483146e-02 -7.672892332535119486e-02 -7.702947855080455319e-02 -3.678572102787668746e-02 -7.421107817947717941e-03 -6.732357421516275975e-02 -6.775807492758073071e-03 -6.813834009007987969e-02 -1.939223416194302621e-02 -3.696021920822231688e-02 -3.787399516839183577e-02 -1.847295352731464710e-02 5.042523129165715767e-02 -9.315368290150809194e-02 4.573554787678841410e-02 -9.079517602547870769e-02 9.093560208114904314e-03 -4.332985137781038970e-02 4.305514210382471729e-03 -4.021003988028185733e-02 2.040632842255968651e-02 -8.347015374085402228e-02 -8.446886095562697316e-02 2.132368305387873780e-02 -8.046228409822202970e-03 -3.362390650407996728e-02 -6.834229178914996358e-03 -3.494335444953245579e-02 7.231474257966398131e-03 -3.879455676012240339e-02 -4.106903646085797999e-02 9.506943477527649705e-03 5.334805901892533675e-02 -7.456222102798326645e-02 4.762539008174415667e-02 -7.000615259493249420e-02 2.589900606406257341e-02 -4.289729029115713077e-02 2.077155510912280165e-02 -3.861455857373728012e-02 5.240609500647593760e-02 -8.408671820913919681e-02 -8.549725373517025329e-02 5.378576696913468097e-02 -2.435254511797867519e-02 3.438131112639283837e-03 -2.319933141789782410e-02 2.244195210145271888e-03 2.239530838211529692e-02 -3.825032140599984865e-02 -4.100660253495214125e-02 2.515191935067615306e-02
3.403630001478609446e-02 -1.120894738555592296e-01 3.104861970240094596e-02 -1.133260033061709443e-01 -2.108363713399978578e-02 -4.125423226442456043e-02 -2.469984127516865538e-02 -4.065734206393631367e-02 -3.692168648701034395e-02 -7.680470434373473654e-02 -7.699883586298360283e-02 -3.685838273073353821e-02 1.332877672416400705e-02 -8.745975474866635180e-02 1.421400772643778912e-02 -8.850317277153674222e-02 -1.895020880289716506e-02 -3.682260234675100580e-02 -3.780812256403423555e-02 -1.795160580931672370e-02 7.104647681889782185e-02 -1.140226728742029239e-01 6.662048054617743242e-02 -1.119293714923880051e-01 8.682815655570632479e-03 -4.313406801015850361e-02 3.569005924441982693e-03 -3.969007129736043527e-02 2.045910275992914723e-02 -8.353918445893104838e-02 -8.442291901014910283e-02 2.126160252755350186e-02 1.272103197444303738e-02 -5.415481008338689922e-02 1.419631345361429750e-02 -5.573263093875634872e-02 7.761927028445592298e-03 -3.909471080391121317e-02 -4.146507959084932277e-02 1.013639525051866080e-02 6.529495919246049163e-02 -8.657719398581584236e-02 5.968869724701465762e-02 -8.213803866185580282e-02 2.539812105849350091e-02 -4.245789681261229187e-02 2.010082626511781878e-02 -3.800624009566608980e-02 5.244167056425624168e-02 -8.412771256048867663e-02 -8.547063096676511817e-02 5.375396100688076273e-02 -1.245486485725336677e-02 -8.394917961805132070e-03 -1.118807842262723763e-02 -9.700877879736986495e-03 2.296258538889291503e-02 -3.875120641156892115e-02 -4.154447669662392206e-02 2.575717503238214925e-02
5.419733850866915309e-02 -1.328937377539721465e-01 5.144324084877536368e-02 -1.343677531731678754e-01 -2.140107336112694741e-02 -4.147643762341357565e-02 -2.530517197649380726e-02 -4.059532273169991212e-02 -3.688884192940586337e-02 -7.688030187296965301e-02 -7.696819317516266634e-02 -3.693086094444177070e-02 3.407862017873791727e-02 -1.075959352821699300e-01 3.520380240186474219e-02 -1.088680054529936186e-01 -1.850799995470267523e-02 -3.668480199613106257e-02 -3.774206647052801011e-02 -1.743023974240393709e-02 9.166797540481619322e-02 -1.348914097882200624e-01 8.750541321556647156e-02 -1.330633139006195953e-01 8.272071103026362379e-03 -4.293828464250662447e-02 2.832474078529454830e-03 -3.917033831415940581e-02 2.051187709729860795e-02 -8.360845077672846015e-02 -8.437674146495081906e-02 2.119952200122826591e-02 3.348826705284051186e-02 -7.468546060401615172e-02 3.522678016854028510e-02 -7.652190742798023471e-02 8.292379798924788201e-03 -3.939510044742040862e-02 -4.186112272084067942e-02 1.076582346353763438e-02 7.724185936599564650e-02 -9.859216694364840439e-02 7.175175135360747913e-02 -9.426992472877909757e-02 2.489723605292442840e-02 -4.201850333406745991e-02 1.943009742111283591e-02 -3.739768601787450686e-02 5.247748172175694531e-02 -8.416847131211777078e-02 -8.544377259863959739e-02 5.372215504462684449e-02 -5.571845965280594355e-04 -2.022796703624955145e-02 8.232049396846709104e-04 -2.164593072492503392e-02 2.352983883569849041e-02 -3.925209141713799366e-02 -4.208211525857528945e-02 2.636219511436774590e-02
7.434584530351792675e-02 -1.536858808287289713e-01 7.181403122321575183e-02 -1.553854668305416908e-01 -2.171869307740274119e-02 -4.169552366687590689e-02 -2.590719987314364647e-02 -4.053642271499018762e-02 -3.685911668732805291e-02 -7.695571591305591652e-02 -7.693791746563898026e-02 -3.700315566900136410e-02 5.480810475832334494e-02 -1.277154753628575168e-01 5.616933488621058540e-02 -1.292088019248273656e-01 -1.806283693121527034e-02 -3.654993747188917119e-02 -3.767325803979235110e-02 -1.691188289752865170e-02 1.123869015816434946e-01 -1.558540314716585495e-01 1.083779460097488850e-01 -1.541851094923223087e-01 7.830062467585092653e-03 -4.270857491511723114e-02 2.132754688929328676e-03 -3.868712328762029251e-02 2.056205983774367363e-02 -8.367488989788107734e-02 -8.433056391975254917e-02 2.113713519526651263e-02 5.433701233132049585e-02 -9.529708990150476122e-02 5.624507476106959530e-02 -9.729878404199751585e-02 8.860669884500120552e-03 -3.973295044647311841e-02 -4.221970549528852867e-02 1.135762640120882572e-02 8.919635129986135114e-02 -1.106144786031338506e-01 8.380240558499370274e-02 -1.063891578618181011e-01 2.439729344623695409e-02 -4.158028785412461875e-02 1.876365649201911998e-02 -3.679337273505010886e-02 5.250952328373126310e-02 -8.420569606794087170e-02 -8.541762102967526138e-02 5.369105588153413183e-02 1.133224595130469768e-02 -3.205266517433034285e-02 1.282185055163296249e-02 -3.357835594209656466e-02 2.410043779853373799e-02 -3.975627481879265984e-02 -4.261669102416147659e-02 2.696415239998815189e-02
9.374738066084814525e-02 -1.737365992835725459e-01 9.140415837912739538e-02 -1.756262151477903100e-01 -2.198530281035983303e-02 -4.190011406759659718e-02 -2.643803398012566086e-02 -4.048853204719816967e-02 -3.690040174576944554e-02 -7.703021250739905401e-02 -7.691222898483099368e-02 -3.713361645367616731e-02 7.461435236315400177e-02 -1.469970351097612260e-01 7.619437362991836327e-02 -1.486875818532541194e-01 -1.760659116315070952e-02 -3.642076111125476523e-02 -3.759637608651704432e-02 -1.639785639656100510e-02 1.349893434964843930e-01 -1.786194431749289768e-01 1.308606911700445075e-01 -1.768439834922871101e-01 7.412061443652520273e-03 -4.244564562715152922e-02 1.638650243313350113e-03 -3.835751927878155998e-02 2.054575633709204013e-02 -8.367112030235469844e-02 -8.422690004277681719e-02 2.102056045361290135e-02 7.672005237260801080e-02 -1.174341569080819270e-01 7.855928284202663703e-02 -1.193642354427896790e-01 9.524919736194121037e-03 -4.016409793480397311e-02 -4.248828917654381282e-02 1.186183336283552769e-02 1.010660685767024031e-01 -1.225492319601400870e-01 9.573133859241317323e-02 -1.183836330667581288e-01 2.400831830785758389e-02 -4.125139064444709180e-02 1.821412014418757885e-02 -3.630426771550099990e-02 5.247771732147734486e-02 -8.417695290205214065e-02 -8.533893072306186767e-02 5.360906717883515138e-02 2.279352652236126334e-02 -4.344966884125477796e-02 2.438994719054059929e-02 -4.508113813629355954e-02 2.467530111630821671e-02 -4.026799741150009770e-02 -4.315315158751085317e-02 2.756446048756576103e-02
1.132933387136061815e-01 -1.939105803518680615e-01 1.109170409639425037e-01 -1.957849938270934120e-01 -2.231264745151293263e-02 -4.202360226462351772e-02 -2.687547211045581558e-02 -4.052045915905951728e-02 -3.694664101122380889e-02 -7.710379165599906548e-02 -7.688782492806341129e-02 -3.727288471748513993e-02 9.453276894622587856e-02 -1.663967215278896461e-01 9.611114671147755195e-02 -1.680716550070119886e-01 -1.707232580908934344e-02 -3.636975112793606330e-02 -3.744132775592602658e-02 -1.596251004252521519e-02 1.574882844121518743e-01 -2.012816069377036388e-01 1.535251324609183954e-01 -1.996713945715904437e-01 7.118527752006937985e-03 -4.230263659686910732e-02 1.065782455170656085e-03 -3.793980097451346567e-02 2.051717809100759432e-02 -8.365934031633472101e-02 -8.411734617279111037e-02 2.089882607808254272e-02 9.895100414860652505e-02 -1.394244498816014644e-01 1.009992610857934209e-01 -1.415546978303584835e-01 1.007959215793037197e-02 -4.048592715286952748e-02 -4.286595552834401163e-02 1.247443975581798668e-02 1.130420704981714014e-01 -1.345836904361544517e-01 1.076207944461137073e-01 -1.303383780593015406e-01 2.359507639827708100e-02 -4.089375026888084075e-02 1.773802022920452012e-02 -3.588866980871650847e-02 5.243837216817064800e-02 -8.414067054511065180e-02 -8.525105202735290544e-02 5.351812568676098808e-02 3.430134458424419913e-02 -5.489298224619566791e-02 3.586448803630788718e-02 -5.649054167842458563e-02 2.530176077285015840e-02 -4.083155194269540156e-02 -4.363660221377037296e-02 2.811175863805350991e-02
1.335114888850552906e-01 -2.145570681050625594e-01 1.315748277900367358e-01 -2.168476983383771650e-01 -2.234714341145507474e-02 -4.231002882563247858e-02 -2.734960807051164608e-02 -4.037953949291289008e-02 -3.697489834011258303e-02 -7.717039821695118040e-02 -7.686764112171429186e-02 -3.735802368244872662e-02 1.149875833355026439e-01 -1.863480081412153821e-01 1.170625039952764151e-01 -1.884802459162442934e-01 -1.675210054690302527e-02 -3.614222458363682694e-02 -3.746738321503126357e-02 -1.538928994221003786e-02 1.792189391823660605e-01 -2.231398032814713439e-01 1.756697912278261109e-01 -2.219334725649442785e-01 7.082056915289114234e-03 -4.238391850040689607e-02 5.444921578177931666e-04 -3.754658504116691053e-02 2.050553946481986634e-02 -8.366687950738750656e-02 -8.405915304185246351e-02 2.083940782859781959e-02 1.203106748973336443e-01 -1.605528249989240097e-01 1.229116119865858031e-01 -1.632084227625562323e-01 1.048750951382985096e-02 -4.066639653869544291e-02 -4.331383059682322734e-02 1.315233083132310958e-02 1.251671239807971847e-01 -1.467269641435735850e-01 1.193331092254343445e-01 -1.420846027014320279e-01 2.326490695010939233e-02 -4.058841303124324784e-02 1.753434427091925610e-02 -3.572115840751254739e-02 5.242046658942030313e-02 -8.412512096356428160e-02 -8.521924606509898026e-02 5.348325692814188265e-02 4.581703277100316468e-02 -6.634338129411174179e-02 4.714078271397630776e-02 -6.770205333460550812e-02 2.599442395082432120e-02 -4.146130999532293693e-02 -4.397610141086587265e-02 2.851439856021604352e-02
1.544010094244391285e-01 -2.356986606889555358e-01 1.526512966264892968e-01 -2.381782935962297454e-01 -2.247907210931890734e-02 -4.249039865873421168e-02 -2.770098979013506726e-02 -4.034192421744406398e-02 -3.688352074409563530e-02 -7.722874776621500847e-02 -7.684892522855418795e-02 -3.734279408311257098e-02 1.362709279248653094e-01 -2.070175049155875691e-01 1.385362893224222902e-01 -2.093307332947016708e-01 -1.637923224797521726e-02 -3.601158030981339159e-02 -3.740040967578189129e-02 -1.494697100052637395e-02 2.009614877104314301e-01 -2.449567510607762455e-01 1.976223784583704957e-01 -2.439604590467282230e-01 6.949202232955906111e-03 -4.236153652696895283e-02 1.637948156146559840e-04 -3.727682336130962865e-02 2.064739405647232975e-02 -8.379127615975837107e-02 -8.409991179348155765e-02 2.089818995883746533e-02 1.421119330386220736e-01 -1.820815389443450893e-01 1.449216435369648226e-01 -1.849416081195472406e-01 1.094652844908395282e-02 -4.090340985741721530e-02 -4.363306821796437973e-02 1.369614210594894896e-02 1.361336748369784688e-01 -1.577135066352920445e-01 1.304064508435989478e-01 -1.531781890138114999e-01 2.309414427276392651e-02 -4.043998520739164326e-02 1.722610915672075430e-02 -3.543561154638850963e-02 5.255004643563995076e-02 -8.425870600503072849e-02 -8.530359076500196314e-02 5.356406763223886536e-02 5.664920946933343221e-02 -7.711684837921897739e-02 5.807595429412460569e-02 -7.857750306682001473e-02 2.647905257568583526e-02 -4.188656749064380985e-02 -4.444376685585863657e-02 2.904190633419024420e-02
1.752903245261338561e-01 -2.568423076497393653e-01 1.737277654629418577e-01 -2.595068344771914171e-01 -2.261118429633137208e-02 -4.267076849183595172e-02 -2.805255499890711365e-02 -4.030430894197523789e-02 -3.679214314807868064e-02 -7.728728080462748951e-02 -7.683020933539408404e-02 -3.732738099462778320e-02 1.575544779519170990e-01 -2.276886451914724163e-01 1.600100746495681792e-01 -2.301826587369826815e-01 -1.600636394904740925e-02 -3.588111952513858838e-02 -3.733361962568114423e-02 -1.450467040775756979e-02 2.227040362384968275e-01 -2.667744580161142132e-01 2.195747126302372010e-01 -2.659874455285121675e-01 6.816300430678618599e-03 -4.233891895381061005e-02 -2.168898042035796823e-04 -3.700706168145233982e-02 2.078924864812479317e-02 -8.391567281212923557e-02 -8.414067054511065180e-02 2.095697208907710760e-02 1.639131911799104890e-01 -2.036102528897661412e-01 1.669314220286661488e-01 -2.066745404178605694e-01 1.140554738433805816e-02 -4.114042317613898769e-02 -4.395207023938513258e-02 1.423995338057478834e-02 1.471004787518374601e-01 -1.687003021856881835e-01 1.414800455204412444e-01 -1.642717753261909164e-01 2.292338159541846068e-02 -4.029179298326043823e-02 1.691780336260613124e-02 -3.515006468526446493e-02 5.267986188158001182e-02 -8.439205544677677584e-02 -8.538793546490493214e-02 5.364487833633585501e-02 6.748138616766370668e-02 -8.789056852300389244e-02 6.901137893295057613e-02 -8.945295279903450747e-02 2.696368120054735279e-02 -4.231206058568508233e-02 -4.491119670113100093e-02 2.956941410816444488e-02
