9.273863636363636565e-05 1.546954545454545479e-04 1.064227272727272759e-04 6.606577777777778420e-06 1.773788888888888862e-06 1.095186666666666756e-05 1.009734848484848576e-04 1.568378787878787865e-04 8.949772727272727111e-05 1.547863636363636336e-04 2.765424242424242406e-04 1.776356060606060683e-04 1.152477777777777734e-05 3.936000000000000093e-06 1.794977777777778105e-05 1.682356060606060566e-04 2.807250000000000066e-04 1.528734848484848588e-04 1.723204545454545562e-04 3.152515151515151493e-04 1.938196969696969851e-04 1.074226666666666706e-05 4.029644444444444326e-06 1.630000000000000318e-05 1.841810606060605929e-04 3.183696969696970039e-04 1.760409090909091070e-04
9.411136363636363601e-05 1.549409090909090821e-04 1.052606060606060573e-04 7.099722222222221962e-06 1.294811111111111286e-06 1.273844444444444555e-05 1.031242424242424208e-04 1.565166666666666583e-04 8.604166666666668002e-05 1.571924242424242398e-04 2.767424242424242455e-04 1.748696969696969582e-04 1.189166666666666660e-05 3.567388888888888935e-06 1.932577777777777939e-05 1.711810606060606022e-04 2.805121212121212460e-04 1.485128787878787875e-04 1.746553030303030403e-04 3.153856060606060555e-04 1.908409090909091144e-04 1.087603333333333397e-05 3.780133333333333857e-06 1.701000000000000146e-05 1.867151515151515033e-04 3.182477272727273019e-04 1.722295454545454704e-04
9.548484848484848503e-05 1.551863636363636433e-04 1.040984848484848387e-04 7.592644444444444771e-06 8.159655555555555589e-07 1.452511111111111318e-05 1.052749999999999975e-04 1.561969696969696874e-04 8.258636363636364048e-05 1.595984848484848461e-04 2.769431818181818019e-04 1.721037878787878752e-04 1.225933333333333477e-05 3.198766666666666782e-06 2.070199999999999932e-05 1.741257575757575692e-04 2.802999999999999828e-04 1.441522727272727432e-04 1.769893939393939457e-04 3.155189393939393560e-04 1.878621212121211895e-04 1.101014444444444551e-05 3.530566666666666722e-06 1.771999999999999975e-05 1.892484848484848620e-04 3.181249999999999942e-04 1.684189393939393854e-04
9.685909090909091269e-05 1.554318181818182046e-04 1.029363636363636337e-04 8.085500000000000768e-06 3.370911111111111513e-07 1.631200000000000239e-05 1.074265151515151528e-04 1.558772727272727165e-04 7.913030303030303583e-05 1.620037878787878736e-04 2.771439393939394125e-04 1.693378787878787922e-04 1.262688888888889046e-05 2.830122222222222217e-06 2.207822222222222263e-05 1.770712121212121147e-04 2.800878787878787737e-04 1.397909090909090933e-04 1.793242424242424298e-04 3.156522727272727106e-04 1.848833333333333188e-04 1.114422222222222364e-05 3.280988888888889017e-06 1.843011111111111052e-05 1.917818181818181666e-04 3.180030303030302922e-04 1.646075757575757488e-04
9.837045454545454760e-05 1.556696969696969794e-04 1.016212121212121239e-04 8.371677777777778682e-06 1.331588888888888939e-07 1.787188888888889191e-05 1.094386363636363650e-04 1.555545454545454581e-04 7.583787878787878278e-05 1.645530303030303028e-04 2.773348484848484736e-04 1.664257575757575717e-04 1.278266666666666704e-05 2.473077777777778101e-06 2.322200000000000230e-05 1.798734848484848374e-04 2.798750000000000131e-04 1.356053030303030398e-04 1.816446969696969738e-04 3.157719696969697037e-04 1.819500000000000045e-04 1.129788888888888844e-05 3.043877777777777786e-06 1.916977777777777953e-05 1.943287878787878869e-04 3.178871212121212194e-04 1.607833333333333293e-04
1.002242424242424316e-04 1.556696969696969794e-04 1.001780303030302965e-04 8.101988888888889107e-06 5.856155555555556171e-07 1.877044444444444471e-05 1.111037878787878833e-04 1.549787878787878791e-04 7.331545454545453761e-05 1.674643939393939175e-04 2.772492424242424384e-04 1.638325757575757706e-04 1.234722222222222212e-05 2.144900000000000420e-06 2.374288888888889042e-05 1.823265151515151574e-04 2.793909090909090713e-04 1.325469696969697089e-04 1.838962121212121045e-04 3.156469696969696872e-04 1.797522727272727412e-04 1.154222222222222390e-05 2.833522222222222473e-06 2.000166666666666518e-05 1.969257575757575813e-04 3.175621212121211979e-04 1.575227272727272847e-04
1.019909090909090960e-04 1.556113636363636401e-04 9.902424242424242955e-05 8.012833333333334006e-06 1.042854444444444459e-06 1.987266666666666692e-05 1.128356060606060653e-04 1.543719696969696837e-04 7.079674242424242240e-05 1.700681818181818197e-04 2.771106060606060603e-04 1.617287878787878805e-04 1.238244444444444591e-05 1.817788888888889203e-06 2.471833333333333695e-05 1.850651515151515174e-04 2.788795454545454607e-04 1.293121212121212029e-04 1.865522727272727168e-04 3.155136363636363325e-04 1.771810606060606125e-04 1.114533333333333493e-05 2.627277777777778251e-06 2.013000000000000209e-05 1.991037878787878810e-04 3.171871212121212024e-04 1.549272727272727477e-04
1.024742424242424185e-04 1.557000000000000170e-04 9.969999999999999750e-05 9.492588888888888973e-06 1.371622222222222333e-06 2.267066666666666622e-05 1.154946969696969651e-04 1.540621212121212082e-04 6.777022727272727289e-05 1.725409090909091033e-04 2.771439393939394125e-04 1.605181818181818315e-04 1.220833333333333305e-05 1.661044444444444464e-06 2.546822222222222575e-05 1.875469696969697176e-04 2.787113636363636507e-04 1.271560606060606028e-04 1.897742424242424128e-04 3.155946969696970042e-04 1.748522727272727305e-04 9.453744444444446316e-06 2.571733333333333280e-06 1.894155555555555607e-05 2.004537878787878596e-04 3.171227272727272610e-04 1.542098484848485030e-04
1.036113636363636365e-04 1.561795454545454598e-04 9.957348484848485071e-05 9.912644444444444582e-06 1.687544444444444761e-06 2.402600000000000341e-05 1.172787878787878707e-04 1.541757575757575721e-04 6.587553030303030437e-05 1.746303030303030261e-04 2.777803030303030397e-04 1.596977272727272698e-04 1.254455555555555616e-05 1.418266666666666635e-06 2.653944444444444436e-05 1.901113636363636384e-04 2.790825757575757802e-04 1.250515151515151611e-04 1.918212121212121209e-04 3.162174242424242699e-04 1.738984848484848413e-04 9.611611111111111855e-06 2.403622222222222574e-06 1.952433333333333213e-05 2.027037878787878872e-04 3.175803030303030313e-04 1.525583333333333327e-04
1.047484848484848545e-04 1.566583333333333239e-04 9.944848484848484767e-05 1.033270000000000019e-05 2.003466666666666554e-06 2.538300000000000414e-05 1.190613636363636326e-04 1.542909090909090934e-04 6.398098484848484886e-05 1.767196969696969760e-04 2.784166666666666669e-04 1.588772727272727081e-04 1.288155555555555649e-05 1.175522222222222211e-06 2.760977777777778343e-05 1.926795454545454525e-04 2.794530303030303038e-04 1.229477272727272710e-04 1.938689393939393806e-04 3.168409090909090871e-04 1.729431818181818219e-04 9.774277777777777755e-06 2.234600000000000171e-06 2.010422222222222425e-05 2.049772727272727445e-04 3.180310606060606209e-04 1.509037878787878749e-04
1.058863636363636376e-04 1.571378787878787938e-04 9.932348484848485819e-05 1.075271111111111182e-05 2.319411111111111183e-06 2.674000000000000148e-05 1.208446969696969731e-04 1.544053030303030359e-04 6.208643939393939336e-05 1.788090909090908989e-04 2.790537878787878456e-04 1.580568181818181735e-04 1.321866666666666761e-05 9.327566666666668352e-07 2.868022222222222143e-05 1.952477272727272666e-04 2.798234848484848275e-04 1.208439393939393945e-04 1.959166666666666673e-04 3.174643939393939586e-04 1.719878787878788024e-04 9.936944444444445349e-06 2.065566666666666773e-06 2.068411111111111299e-05 2.072499999999999961e-04 3.184818181818181563e-04 1.492492424242424442e-04
