4.533888888888888490e-05 1.245624999999999987e-04 1.467837037037037005e-04 5.114592592592593078e-05 1.016145000000000009e-04 1.836148148148148166e-04 4.936481481481481959e-05 1.268910000000000155e-04 1.351948148148148161e-04 7.567333333333333952e-05 1.351985185185185158e-04 1.816718518518518639e-04 1.793414814814814644e-04 7.770049999999999917e-05 2.706644444444444592e-04 8.224851851851851627e-05 1.372433333333333480e-04 1.644722222222222115e-04 9.939222222222223152e-05 1.541229629629629764e-04 1.643111111111111356e-04 2.255592592592592838e-04 4.496409999999999865e-05 2.783851851851851917e-04 9.346703703703704345e-05 1.556474074074074205e-04 1.524907407407407440e-04
1.102333333333333474e-04 2.465440000000000166e-04 2.147288888888888945e-04 3.029277777777777790e-05 2.063204999999999976e-04 2.419296296296296234e-04 1.189881481481481476e-04 2.564714999999999855e-04 2.028988888888888942e-04 7.684962962962963860e-05 1.875644999999999895e-04 2.297870370370370258e-04 1.199485185185185246e-04 1.612134999999999838e-04 3.149633333333332931e-04 8.368851851851851604e-05 1.920380000000000069e-04 2.131140740740740836e-04 8.538703703703703950e-05 1.541885185185185221e-04 1.903655555555555635e-04 1.895451851851851952e-04 9.573600000000000631e-05 3.062900000000000236e-04 9.128296296296296137e-05 1.555877777777777836e-04 1.798577777777777664e-04
2.032714814814814877e-04 3.685254999999999803e-04 2.826755555555555792e-04 1.117314814814814798e-04 3.110265000000000078e-04 3.002444444444444301e-04 2.150940740740740883e-04 3.860520000000000097e-04 2.706044444444444361e-04 7.802592592592592414e-05 2.789489999999999613e-04 2.779029629629629601e-04 6.055555555555555778e-05 2.447260000000000147e-04 3.592618518518518492e-04 8.512814814814814311e-05 2.903054999999999872e-04 2.617562962962962877e-04 8.652814814814815004e-05 1.542537037037036815e-04 2.164199999999999913e-04 1.535314814814814929e-04 1.465080000000000006e-04 3.341944444444444693e-04 9.252148148148149262e-05 1.620740000000000071e-04 2.072251851851852021e-04
2.963081481481481642e-04 4.905070000000000523e-04 3.506237037037037005e-04 1.931703703703703545e-04 4.157324999999999909e-04 3.585592592592592369e-04 3.111985185185185384e-04 5.156349999999999649e-04 3.383118518518518549e-04 1.270466666666666847e-04 3.703334999999999873e-04 3.260192592592592808e-04 5.682100000000000197e-06 3.282389999999999722e-04 4.035592592592593007e-04 1.418111111111111037e-04 3.885734999999999753e-04 3.103985185185185189e-04 8.766962962962963327e-05 2.040485000000000031e-04 2.424748148148148325e-04 1.175177777777777771e-04 1.972799999999999814e-04 3.620988888888889150e-04 9.375999999999999677e-05 2.174544999999999896e-04 2.345922222222222246e-04
3.894888888888888815e-04 6.127049999999999554e-04 4.187222222222222387e-04 2.746399999999999861e-04 5.204850000000000015e-04 4.168999999999999963e-04 4.072037037037036771e-04 6.450900000000000731e-04 4.059481481481481513e-04 1.910829629629629749e-04 4.620065000000000022e-04 3.743333333333333430e-04 5.829740740740741237e-05 4.118439999999999688e-04 4.479074074074074446e-04 2.081833333333333431e-04 4.867650000000000058e-04 3.589940740740740354e-04 8.880407407407407607e-05 2.539129999999999794e-04 2.685155555555555928e-04 8.156259259259259365e-05 2.479765000000000203e-04 3.899666666666666949e-04 9.500518518518518221e-05 2.727669999999999856e-04 2.619274074074074126e-04
4.839481481481481499e-04 7.373300000000000166e-04 4.886666666666666546e-04 3.573451851851851811e-04 6.271349999999999104e-04 4.762296296296296264e-04 5.037888888888889492e-04 7.758849999999999211e-04 4.747777777777777955e-04 2.583377777777777604e-04 5.585499999999999970e-04 4.259259259259259509e-04 1.205159259259259188e-04 4.991929999999999892e-04 4.942592592592592827e-04 2.771677777777777681e-04 5.892199999999999998e-04 4.102370370370370480e-04 8.990481481481480753e-05 3.011630000000000166e-04 2.935874074074073907e-04 4.804333333333333470e-05 2.955834999999999864e-04 4.163185185185185348e-04 9.627481481481481600e-05 3.248920000000000193e-04 2.882088888888889025e-04
5.783296296296296145e-04 8.619350000000000882e-04 5.586555555555555762e-04 4.400703703703704199e-04 7.338200000000000452e-04 5.355851851851852093e-04 6.004111111111112191e-04 9.068299999999998541e-04 5.437777777777777922e-04 3.251992592592592717e-04 6.548149999999999978e-04 4.774740740740741072e-04 1.826977777777777866e-04 5.865049999999999691e-04 5.406148148148148206e-04 3.463470370370370075e-04 6.920150000000000346e-04 4.617629629629630057e-04 1.026237037037037032e-04 3.488760000000000255e-04 3.190481481481481532e-04 1.457955555555555446e-05 3.431414999999999943e-04 4.426629629629629751e-04 1.166233333333333320e-04 3.764514999999999854e-04 3.142725925925926068e-04
6.720333333333333150e-04 9.857949999999998138e-04 6.282666666666666868e-04 5.228555555555555734e-04 8.404099999999999852e-04 5.949592592592592910e-04 6.986962962962962615e-04 1.039935000000000078e-03 6.138851851851852151e-04 3.896777777777777870e-04 7.483449999999999781e-04 5.277925925925926361e-04 2.425781481481481484e-04 6.707499999999999053e-04 5.854000000000000262e-04 4.132703703703703648e-04 7.917899999999998984e-04 5.117777777777777733e-04 1.352374074074074177e-04 3.975094999999999996e-04 3.453407407407407424e-04 1.878000000000000315e-05 3.904765000000000146e-04 4.689074074074074130e-04 1.489318518518518758e-04 4.274519999999999860e-04 3.400485185185185620e-04
7.690185185185184884e-04 1.112900000000000000e-03 6.990925925925925172e-04 6.071111111111112194e-04 9.487650000000000684e-04 6.552629629629629386e-04 7.985703703703704061e-04 1.174584999999999909e-03 6.842444444444444399e-04 4.536148148148148201e-04 8.396999999999999733e-04 5.759259259259259106e-04 3.010037037037037520e-04 7.528949999999999532e-04 6.289407407407406969e-04 4.795851851851852033e-04 8.896999999999999961e-04 5.602518518518518611e-04 1.651800000000000143e-04 4.414539999999999784e-04 3.682477777777777702e-04 4.951629629629629366e-05 4.339899999999999834e-04 4.929629629629629509e-04 1.800688888888888706e-04 4.757725000000000192e-04 3.640811111111111288e-04
8.660074074074074158e-04 1.240004999999999970e-03 7.699148148148148105e-04 6.913666666666666485e-04 1.057114999999999964e-03 7.155703703703703402e-04 8.984407407407407967e-04 1.309234999999999956e-03 7.546000000000000190e-04 5.175518518518518532e-04 9.310549999999999686e-04 6.240592592592591852e-04 3.594296296296296605e-04 8.350400000000000010e-04 6.724851851851851216e-04 5.458962962962962337e-04 9.876150000000000640e-04 6.087222222222221949e-04 1.951229629629629429e-04 4.853995000000000271e-04 3.911555555555555706e-04 8.025333333333333971e-05 4.775040000000000144e-04 5.170185185185185430e-04 2.112066666666666650e-04 5.240950000000000296e-04 3.881148148148148001e-04
