2.321109999999999927e-03 1.245625000000000031e-02 1.981580000000000147e-02 6.904699999999999727e-03 1.016145000000000069e-02 2.478799999999999754e-02 3.088845000000000219e-03 1.268910000000000003e-02 1.825130000000000155e-02 8.704099999999999338e-03 9.617949999999998376e-03 2.452570000000000097e-02 2.421109999999999582e-02 7.770049999999998833e-03 3.653970000000000135e-02 7.760099999999999811e-03 9.377049999999999622e-03 2.220374999999999779e-02 1.341794999999999967e-02 5.425899999999999994e-03 2.218200000000000033e-02 3.045050000000000187e-02 4.496410000000000164e-03 3.758199999999999735e-02 1.261805000000000045e-02 5.131349999999999800e-03 2.058625000000000038e-02
1.488150000000000063e-02 2.465439999999999993e-02 2.898839999999999750e-02 4.089524999999999237e-03 2.063204999999999900e-02 3.266049999999999509e-02 1.606339999999999851e-02 2.564714999999999703e-02 2.739134999999999834e-02 8.559649999999999269e-05 1.875645000000000090e-02 3.102124999999999674e-02 1.619305000000000050e-02 1.612134999999999957e-02 4.252004999999999674e-02 1.208149999999999849e-03 1.920380000000000004e-02 2.877039999999999806e-02 8.744849999999998458e-03 1.041890000000000004e-02 2.569934999999999928e-02 2.558859999999999954e-02 9.573599999999999818e-03 4.134915000000000118e-02 7.748600000000000453e-03 1.066939999999999902e-02 2.428079999999999822e-02
2.744164999999999799e-02 3.685254999999999781e-02 3.816119999999999929e-02 1.508374999999999820e-02 3.110264999999999905e-02 4.053299999999999265e-02 2.903769999999999962e-02 3.860519999999999924e-02 3.653159999999999741e-02 8.532899999999999513e-03 2.789489999999999678e-02 3.751689999999999886e-02 8.174999999999999975e-03 2.447260000000000060e-02 4.850034999999999763e-02 1.017634999999999894e-02 2.903054999999999872e-02 3.533709999999999629e-02 4.071749999999999849e-03 1.541184999999999951e-02 2.921669999999999823e-02 2.072674999999999865e-02 1.465080000000000028e-02 4.511624999999999663e-02 2.879104999999999859e-03 1.620740000000000028e-02 2.797540000000000096e-02
4.000159999999999827e-02 4.905070000000000263e-02 4.733419999999999989e-02 2.607799999999999702e-02 4.157324999999999909e-02 4.840549999999999714e-02 4.201179999999999498e-02 5.156349999999999822e-02 4.567210000000000020e-02 1.715130000000000127e-02 3.703334999999999960e-02 4.401259999999999895e-02 1.569419999999999756e-04 3.282389999999999614e-02 5.448050000000000115e-02 1.914449999999999832e-02 3.885734999999999884e-02 4.190379999999999799e-02 6.013499999999999531e-04 2.040484999999999868e-02 3.273410000000000208e-02 1.586489999999999775e-02 1.972799999999999901e-02 4.888334999999999902e-02 1.990355000000000076e-03 2.174544999999999603e-02 3.166994999999999533e-02
5.258099999999999580e-02 6.127049999999999857e-02 5.652750000000000136e-02 3.707640000000000241e-02 5.204849999999999755e-02 5.628149999999999126e-02 5.497249999999999359e-02 6.450899999999999690e-02 5.480299999999999755e-02 2.579619999999999830e-02 4.620064999999999589e-02 5.053499999999999659e-02 7.870149999999999368e-03 4.118439999999999601e-02 6.046750000000000042e-02 2.810474999999999779e-02 4.867649999999999755e-02 4.846419999999999201e-02 5.261850000000000208e-03 2.539129999999999859e-02 3.624959999999999988e-02 1.101095000000000025e-02 2.479765000000000094e-02 5.264549999999999785e-02 6.853800000000000170e-03 2.727670000000000095e-02 3.536019999999999441e-02
6.533299999999998831e-02 7.373299999999999299e-02 6.596999999999998698e-02 4.824159999999999560e-02 6.271349999999999147e-02 6.429100000000000092e-02 6.801150000000000251e-02 7.758849999999999081e-02 6.409499999999999920e-02 3.487559999999999966e-02 5.585500000000000187e-02 5.749999999999999556e-02 1.626965000000000008e-02 4.991929999999999978e-02 6.672499999999999265e-02 3.741764999999999675e-02 5.892199999999999521e-02 5.538199999999999373e-02 9.538949999999999166e-03 3.011629999999999863e-02 3.963429999999999731e-02 6.485849999999999602e-03 2.955835000000000060e-02 5.620299999999999602e-02 1.133349999999999809e-02 3.248919999999999586e-02 3.890819999999999695e-02
7.807449999999999113e-02 8.619350000000000622e-02 7.541849999999999943e-02 5.940949999999999703e-02 7.338200000000000278e-02 7.230399999999999328e-02 8.105550000000000255e-02 9.068299999999998584e-02 7.340999999999998915e-02 4.390190000000000065e-02 6.548149999999999804e-02 6.445900000000000241e-02 2.466419999999999724e-02 5.865049999999999430e-02 7.298299999999999232e-02 4.675684999999999564e-02 6.920149999999999912e-02 6.233799999999999758e-02 1.385419999999999881e-02 3.488759999999999778e-02 4.307149999999999868e-02 1.968240000000000007e-03 3.431415000000000159e-02 5.975949999999999318e-02 1.574414999999999842e-02 3.764514999999999528e-02 4.242680000000000062e-02
9.072449999999999959e-02 9.857949999999998658e-02 8.481600000000000250e-02 7.058549999999999547e-02 8.404099999999999071e-02 8.031950000000000200e-02 9.432399999999999118e-02 1.039935000000000026e-01 8.287449999999998984e-02 5.260650000000000048e-02 7.483449999999999824e-02 7.125199999999999589e-02 3.274805000000000077e-02 6.707499999999999574e-02 7.902900000000000202e-02 5.579149999999999388e-02 7.917899999999998550e-02 6.908999999999999864e-02 1.825705000000000036e-02 3.975095000000000017e-02 4.662099999999999578e-02 2.535299999999999880e-03 3.904765000000000319e-02 6.330249999999999766e-02 2.010580000000000006e-02 4.274519999999999709e-02 4.590654999999999736e-02
1.038174999999999931e-01 1.112899999999999862e-01 9.437749999999998918e-02 8.196000000000000507e-02 9.487650000000000250e-02 8.846049999999999747e-02 1.078070000000000001e-01 1.174584999999999935e-01 9.237299999999999678e-02 6.123799999999999383e-02 8.396999999999998909e-02 7.774999999999998579e-02 4.063549999999999801e-02 7.528949999999999532e-02 8.490699999999999636e-02 6.474399999999999600e-02 8.896999999999999353e-02 7.563399999999999290e-02 2.229929999999999760e-02 4.414540000000000131e-02 4.971344999999999931e-02 6.684699999999999150e-03 4.339899999999999314e-02 6.654999999999999805e-02 2.430929999999999896e-02 4.757725000000000148e-02 4.915094999999999881e-02
1.169110000000000010e-01 1.240004999999999996e-01 1.039385000000000031e-01 9.333449999999998692e-02 1.057114999999999860e-01 9.660199999999999343e-02 1.212894999999999945e-01 1.309234999999999982e-01 1.018709999999999893e-01 6.986950000000000105e-02 9.310549999999999382e-02 8.424799999999998956e-02 4.852299999999999669e-02 8.350399999999999490e-02 9.078549999999999121e-02 7.369599999999999762e-02 9.876150000000000206e-02 8.217749999999998667e-02 2.634159999999999627e-02 4.853994999999999838e-02 5.280599999999999877e-02 1.083419999999999869e-02 4.775039999999999840e-02 6.979749999999999843e-02 2.851289999999999727e-02 5.240949999999999775e-02 5.239549999999999069e-02
